English,Standard Arabic,Transliteration,Standard Arabic,Transliteration
news,,xabar,خبر,xabar
newss,أخبار,axbaar,أخبار,axbaar
current,حالي,Haali,حالي,Haali
latest, last, final,آخر,aaxir,آخر,aaxir
development,,taTawwur,تطوّر,taTawwur
developments,تطوّرات,taTawwuraat,تطوّرات,taTawwuraat
event,,Hadat,حدث,Hadat
events,أحداث,aHdaat,أحداث,aHdaat
situation, condition,,waD3,وضع,waD3
situation, conditions,أوضاع,awDaa3,أوضاع,awDaa3
state,,Haal,حال,Haal
states,أحوال,aHwaal,أحوال,aHwaal
circumstance,,Zarf,ظرف,Zarf
circumstances,ظروف,Zuruuf,ظروف,Zuruuf
topic, subject,,mawDuu3,موضوع,mawDuu3
topic, subjects,مواضيع,mawaaDii3,مواضيع,mawaaDii3
phenomenon,,Zaahira,ظاهرة,Zaahira
phenomenons,ظواهر,Zawaahir,ظواهر,Zawaahir
field,,majaal,مجال,majaal
fields,مجالات,majaalaat,مجالات,majaalaat
identity,,hawiyya,هوية,hawiyya
identitys,هويات,hawiyyaat,هويات,hawiyyaat
measure,,ijraa',اجراء,ijraa'
measures,اجراءات,ijraa'aat,اجراءات,ijraa'aat
list,,qaa'ima,قائمة,qaa'ima
lists,قوائم,qawaa'im,قوائم,qawaa'im
guest,,Deif,ضيف,Deif
guests,ضيوف,Duyuuf,ضيوف,Duyuuf
summit,,qimma,قمة,qimma
summits,قمات,qimmaat,قمات,qimmaat
meeting,,ijtimaa3,اجتماع,ijtimaa3
meetings,اجتماعات,ijtimaa3aat,اجتماعات,ijtimaa3aat
conference,,mu'tamar,مؤتمر,mu'tamar
conferences,مؤتمرات,mu'tamaraat,مؤتمرات,mu'tamaraat
symposium,,nadwa,ندوة,nadwa
symposiums,ندوات,nadawaat,ندوات,nadawaat
session or round,,doora,دورة,doora
session or rounds,دورات,dooraat,دورات,dooraat
session,,jalsa,جلسة,jalsa
sessions,جلسات,jalasaat,جلسات,jalasaat
to be held,انعقد – ينعقد ,in3aqada, yan3aqidu ,انعقد – ينعقد ,in3aqada, yan3aqidu 
contact, communication, phone call,,ittiSaal,اتصال,ittiSaal
